QUERY;CIRCE;SEMANTIC;OVERLAP
commercio al dettaglio di prodotti in plastica;['47.59.9'];['47.52.4', '47.51.1', '46.76.2', '47.25.0', '47.11.5', '47.59.9', '47.26.0', '47.52.2', '47.29.3', '47.78.3'];1
consorzio attivitommerciali diversi;['n.c.   '];['68.32.0', '64.99.1', '94.99.9', '94.11.0', '47.11.4', '64.99.6', '64.92.0', '82.99.9', '97.00.0'];0
servizi di comunicazione;['84.13.6', '73.11.0', '61.90.9'];['61.10.0', '95.12.0', '82.19.0', '80.30.0', '73.12.0', '49.42.0', '61.90.9', '61.20.0', '74.30.0', '33.20.0'];1
parti in ferro;['25.62.0', '25.99.3', '24.10.0', '25.12.1'];['25.99.1', '46.72.1', '24.52.0', '07.10.0', '25.99.3', '16.29.1', '30.91.2', '20.13.0', '25.11.0', '33.12.5'];1
produzione di carne non di volatili e di prodotti della macellazione attivita dei mattatoi;['10.11.0'];['10.41.3', '10.11.0', '47.22.0', '10.41.2', '10.91.0', '10.51.2', '10.92.0', '10.89.0', '10.12.0', '10.13.0'];1
vendita contratti energia elettrica e gas;['35.14.0'];['35.23.0', '47.91.2', '46.52.0', '46.43.1', '66.12.0', '73.12.0', '35.13.0', '35.14.0', '46.69.2', '74.90.9'];1
fusione di altri metalli non ferrosi cod reg;['24.54.0'];['23.99.0', '46.76.9', '24.45.0', '24.53.0', '46.72.2', '31.01.2', '24.54.0', '07.29.0', '20.13.0', '24.52.0'];1
agente di commercio di autoveicoli;['45.11.0'];['66.22.0', '46.14.0', '46.12.0', '45.31.0', '46.11.0', '45.32.0', '45.19.0'];0
vendita libri on line;['47.91.1', '46.49.2', '46.18.1', '47.61.0'];['58.11.0', '47.91.2', '47.89.0', '47.91.1', '45.11.0', '47.79.1', '47.79.2', '46.49.2', '47.91.3', '45.19.0'];1
costruzione apparecchiature industriali;['27.90.0', '28.99.2', '26.11.0', '28.22.0', '46.69.9', '33.20.0'];['28.12.0', '26.20.0', '27.51.0', '26.40.0', '20.11.0', '28.11.1', '27.12.0', '28.99.9', '33.20.0'];1
commercio ingrosso prodotti agricoli;['46.31.1'];['46.61.0', '46.22.0', '46.75.0', '46.21.1', '46.31.1', '47.21.0', '46.73.2', '46.35.0', '46.38.9', '46.76.3'];1
vendita e produzione articoli d'artigianato;['n.c.   '];['16.29.3', '32.99.3', '46.15.0', '14.20.0', '23.19.2', '17.29.0', '46.74.1', '23.41.0', '25.94.0', '47.78.3'];0
punto di ritiro pacchi;['25.93.1'];['53.10.0', '95.12.0', '96.01.1', '96.01.2', '14.20.0', '61.90.2', '53.20.0', '82.99.9', '36.00.0', '38.11.0'];0
telerilevamento del terreno;['43.12.0'];['02.20.0', '16.10.0', '74.20.1', '43.91.0', '01.15.0', '52.21.9', '43.12.0', '09.10.0', '77.39.1', '26.51.1'];1
acquisto manutenzione e vendita di immobili;['68.31.0'];['68.32.0', '43.29.0', '64.99.1', '68.31.0', '68.10.0', '95.24.0', '90.03.0', '74.90.9', '66.19.3', '79.90.1'];1
servizi consulenza opere;['n.c.   '];['62.02.0', '70.22.0', '80.30.0', '69.20.1', '66.19.2', '90.03.0', '85.60.0', '74.30.0'];0
commercio dettaglio videogiochi;['47.65.0', '47.63.0', '47.41.0', '93.29.3'];['47.54.0', '47.51.1', '47.65.0', '46.49.3', '47.63.0', '47.41.0', '47.26.0', '47.89.0', '47.59.5', '47.43.0'];1
commercio di caldaie;['28.21.2', '81.22.0'];['47.54.0', '25.21.0', '46.43.1', '33.11.0', '47.78.4', '46.74.2', '84.13.9', '28.21.2', '35.14.0', '47.11.5'];1
commercio e miscelazione mangimi x animali;['10.91.0', '46.21.2'];['47.76.2', '01.70.0', '01.50.0', '10.91.0', '46.23.0', '01.49.9', '10.92.0', '46.38.9', '46.21.2', '46.32.1'];1
di pirro paolo;[];['55.10.0', '18.12.0', '85.52.0', '47.11.1', '84.22.0', '10.31.0', '93.11.9', '56.30.0', '63.12.0', '66.11.0'];0
i commercio mangimi x animali;['10.91.0'];['47.76.2', '47.52.4', '47.22.0', '01.70.0', '10.91.0', '46.23.0', '10.92.0', '46.38.9', '46.21.2', '46.32.1'];1
attivitrtistiche, sportive, di intrattenimento e divertimento;['32.99.9'];['84.12.4', '93.19.9', '93.21.0', '93.12.0', '93.19.1', '93.29.9', '94.99.2', '77.21.0', '79.90.1'];0
personale ufficio impiego;['n.c.   '];['46.16.0', '78.10.0', '66.22.0', '82.11.0', '94.20.0', '78.20.0', '69.20.1', '84.13.9', '69.20.3'];0
progettazione insegne cartellonistica;['73.11.0'];['27.90.0', '73.11.0', '43.29.0', '73.12.0', '90.03.0', '82.99.9', '43.21.0', '74.10.2', '18.12.0'];1
commercio elettronico accessori;['47.91.1', '45.11.0'];['47.54.0', '45.32.0', '46.42.1', '47.72.1', '46.52.0', '47.71.5', '47.42.0', '47.41.0', '46.51.0', '46.42.4'];0
agenzie di portineria;['96.09.0'];['66.22.0', '46.15.0', '68.31.0', '82.99.2', '96.09.0', '52.29.1', '64.92.0', '82.91.2', '63.91.0', '79.11.0'];1
commercio forni me stufe;['10.71.1'];['47.52.1', '46.37.0', '46.43.1', '46.74.2', '47.24.1', '43.32.0', '84.13.9', '47.78.1', '47.11.2', '46.38.3'];0
recupero di rifiuti non pericolosi;['38.32.3', '38.21.0', '38.11.0'];['38.21.0', '49.41.0', '07.29.0', '02.30.0', '38.32.3', '05.10.0', '38.12.0', '38.32.1', '38.22.0', '38.11.0'];1
attivita di servizi alle imprese nca;['82.99.9'];['94.99.9', '96.09.0', '81.29.9', '61.90.9', '62.09.0', '74.90.9', '64.92.0', '82.99.9', '63.99.0'];1
colture vitivinicole, olivicole e frutticole;['11.02.1', '01.21.0'];['01.23.0', '01.13.2', '01.30.0', '01.25.0', '01.27.0', '01.11.1', '01.29.0', '01.26.0', '01.13.1'];0
piccole manutenzioni idrauliche ed elettriche;['43.39.0'];['33.12.9', '33.12.1', '45.20.1', '33.14.0', '33.11.0', '95.29.0', '33.15.0', '81.29.9', '33.12.5'];0
bar senza cucina;['56.10.1', '56.30.0'];['56.10.2', '24.20.1', '56.30.0', '82.20.0', '41.10.0', '87.30.0', '08.93.0', '55.20.5', '77.39.9', '93.29.3'];1
commercio computer accessori;['47.41.0'];['47.54.0', '45.32.0', '46.42.1', '47.72.1', '46.66.0', '47.64.2', '47.41.0', '46.51.0', '46.69.9', '46.42.4'];1
commercio all'ingrosso alimentare;['46.39.2'];['46.46.1', '46.36.0', '46.42.1', '46.21.1', '46.34.1', '46.35.0', '46.38.9', '46.31.2', '46.76.3', '46.32.1'];0
prodotti per animali;['47.76.2', '46.23.0'];['47.76.2', '01.49.2', '47.52.4', '75.00.0', '10.91.0', '46.23.0', '94.99.6', '10.92.0', '46.38.9', '32.40.2'];1
costruzione scacchiere di pregio compreso tavolino;['31.09.1'];['27.40.0', '32.99.3', '32.30.0', '31.02.0', '17.23.0', '32.12.1', '32.40.1', '46.48.0', '26.52.0', '20.59.5'];0
servizi di terapia e riabilitazione;['86.90.2'];['85.59.9', '78.10.0', '69.10.1', '86.22.0', '87.20.0', '87.30.0', '88.99.0', '96.02.0', '86.90.3'];0
vendita liquidi per inalazione;['28.29.9'];['35.23.0', '46.37.0', '46.75.0', '47.59.3', '46.74.2', '46.34.1', '46.47.3', '46.73.2', '20.59.4', '46.33.1'];0
vendita all'ingrosso di surgelato;['46.39.1'];['46.36.0', '46.38.1', '46.21.1', '46.74.2', '46.39.1', '47.11.5', '46.73.2', '46.35.0', '46.38.2', '46.32.1'];1
corsi di laurea e di diploma universitario cod reg;['85.42.0'];['85.59.9', '69.10.1', '85.51.0', '85.52.0', '85.32.0', '85.42.0', '85.59.3', '86.10.3', '85.59.2'];1
produzione macchina caffe;['10.83.0'];['46.37.0', '28.23.0', '26.20.0', '28.95.0', '26.40.0', '26.60.0', '26.11.0', '28.93.0', '28.99.9', '10.83.0'];1
costruzioni edilizie, stradali, idrauliche e industriali per conto proprio o di terzi;['42.11.0', '41.20.0'];['43.22.0', '42.99.0', '42.21.0', '42.11.0', '42.91.0', '68.31.0', '30.20.0', '09.10.0', '41.20.0', '02.40.0'];1
commercio all'ingrosso non altrove;['46.69.9', '46.34.2', '45.19.0'];['46.76.9', '46.34.2', '46.41.9', '47.59.2', '46.39.2', '46.39.1', '47.73.2', '45.19.0', '46.38.9', '46.90.0'];1
intermediari per la cura della persona;['20.42.0'];['46.16.0', '46.18.1', '46.15.0', '52.29.2', '73.12.0', '68.31.0', '46.17.0', '46.18.3', '61.90.9', '45.40.1'];0
commercio all'ingrosso apparecchiature elettroniche;['46.43.1', '46.69.2', '46.52.0'];['46.69.3', '46.52.0', '46.43.1', '46.42.1', '46.69.1', '46.74.2', '46.69.2', '46.47.3', '46.51.0'];1
fabbricazione di detergenti;['20.41.1'];['15.20.1', '28.23.0', '26.20.0', '27.51.0', '31.03.0', '20.53.0', '20.12.0', '32.50.1', '20.42.0', '32.91.0'];0
servizi web aziende;['63.11.3'];['82.11.0', '53.20.0', '82.19.0', '75.00.0', '80.30.0', '49.42.0', '80.10.0', '68.20.0', '63.12.0', '74.10.2'];0
artigiano posatore tende;['43.32.0', '95.24.0', '25.12.2'];['73.11.0', '22.23.0', '46.15.0', '47.53.1', '74.10.3', '43.29.0', '43.99.0', '43.21.0', '74.10.2', '25.12.2'];1
amministrazioni di condomini;['68.32.0'];['82.11.0', '68.32.0', '93.13.0', '66.30.0', '93.11.1', '84.12.3', '49.50.2', '49.50.1', '68.20.0', '97.00.0'];1
analytics consultant for it industry web development reports consulting programming;['63.12.0'];['62.02.0', '70.22.0', '71.11.0', '69.20.1', '26.30.2', '66.19.2', '63.11.1', '74.90.9'];0
associazione ricreativa culturale;['94.99.2'];['90.02.0', '85.51.0', '85.52.0', '84.12.4', '94.99.6', '93.12.0', '94.12.2', '93.29.9', '94.99.2', '79.90.1'];1
lavaggio interni auto;['45.20.9'];['33.12.1', '33.19.0', '45.20.2', '45.20.1', '81.22.0', '43.34.0', '81.29.9', '45.20.3', '31.09.5', '45.20.9'];1
vendita di beni di propria produzione utensili da taglio ed abrasivi;['46.74.1'];['47.52.1', '46.69.9', '46.41.9', '46.52.0', '46.49.9', '23.91.0', '68.10.0', '46.35.0', '46.74.1', '47.78.3'];1
collaborazione professionacollaborazione professionaoe;['58.11.0'];['82.11.0', '94.20.0', '74.90.2', '94.99.4', '94.12.1', '94.12.2', '69.20.3', '74.90.9', '86.90.3'];0
noleggio apparecchi misurazione;['77.29.9'];['77.32.0', '77.29.9', '77.11.0', '77.35.0', '77.39.9', '77.31.0', '26.51.1', '77.21.0'];1
ministero del lavoro;['84.13.9'];['84.30.0', '94.20.0', '74.90.2', '12.00.0', '52.29.2', '84.13.9', '47.11.2', '69.20.3', '10.83.0', '66.11.0'];1
realizzazione di aree verdi;['81.30.0'];['02.20.0', '43.91.0', '91.04.0', '81.30.0', '42.21.0', '01.61.0', '43.12.0', '42.11.0', '43.99.0', '43.21.0'];1
capi di abbigliamento di produzione propria;['n.c.   '];['13.30.0', '32.99.1', '14.31.0', '14.20.0', '32.30.0', '14.39.0', '47.71.1', '14.19.1'];0
responsabile protezione dati;['80.10.0'];['63.11.2', '84.25.2', '82.19.0', '58.12.0', '84.12.3', '80.10.0', '63.11.1', '63.12.0', '66.29.0'];1
preparazione con cottura e confezionamento alimenti;['82.92.1', '56.10.1'];['56.10.4', '15.11.0', '10.85.0', '82.19.0', '10.20.0', '10.91.0', '13.92.1', '82.92.1'];1
progettazione di oggetti;['71.12.1', 'n.c.   ', '74.10.1', '18.12.0'];['26.70.1', '32.99.3', '14.20.0', '74.10.1', '26.51.2', '43.99.0', '22.29.0', '32.12.1', '92.00.0', '74.10.9'];1
produzione materiale odontoiatricp;['20.16.0'];['21.20.0', '32.99.3', '23.91.0', '26.60.0', '86.23.0', '32.50.4', '32.50.3', '32.50.1'];0
materiale da costruzione;['46.73.2'];['30.12.0', '24.46.0', '43.91.0', '19.20.4', '42.21.0', '47.52.3', '43.99.0', '46.73.2', '25.11.0', '23.61.0'];1
ingrosso di torba e sementi per l agricoltura;['46.21.2'];['01.19.1', '08.92.0', '01.11.1', '01.11.2', '20.13.0', '47.76.1', '01.64.0', '46.75.0', '46.21.2', '01.19.9'];1
venditetro artistico fatto a mano;['17.12.0', '15.12.0'];['25.99.3', '46.49.9', '47.91.1', '26.51.2', '13.92.1', '23.19.2', '17.12.0', '32.40.2', '47.78.3'];1
consulenza moto da corsa;['82.99.4'];['62.02.0', '73.11.0', '74.90.2', '30.91.2', '85.51.0', '70.22.0', '74.90.3', '90.03.0'];0
attivita professionali nca;['74.90.9'];['94.20.0', '84.25.2', '94.99.9', '94.12.1', '96.09.0', '69.10.2', '94.12.2', '74.90.9', '93.19.9'];1
commercio di articoli per le feste;['47.65.0'];['47.65.0', '47.59.3', '47.78.9', '46.49.9', '46.47.3', '46.75.0', '47.71.1', '47.78.3'];1
commercio attrezzature odontoteniche;['46.61.0', '46.69.9'];['47.52.1', '47.78.2', '46.69.3', '46.69.1', '46.49.9', '47.42.0', '47.59.9', '46.69.9', '46.75.0', '32.50.1'];1
lavori generali di costruzione di edifici cod reg;['41.20.0', '43.29.0'];['42.22.0', '43.91.0', '42.21.0', '43.12.0', '42.91.0', '84.13.9', '41.20.0', '43.39.0', '25.62.0', '43.99.0'];1
commercio prodotti casa;['47.59.2', '46.15.0'];['47.54.0', '47.76.2', '73.11.0', '47.51.1', '47.59.1', '47.11.5', '47.59.2', '47.79.2', '47.29.3', '47.78.3'];1
negozio calzature e abbigliamento;['47.71.1'];['46.16.0', '15.20.1', '46.42.1', '47.72.1', '47.79.3', '46.41.1', '47.82.0', '47.64.1', '47.71.1', '46.42.4'];1
montaggio ossature metalliche;['25.11.0'];['32.99.1', '33.11.0', '25.99.9', '25.91.0', '25.92.0', '43.99.0', '25.11.0', '25.61.0', '25.12.2', '33.20.0'];1
produzione componenti plastica;['20.16.0', '26.70.1', '17.23.0', '22.21.0', '22.29.0'];['20.16.0', '32.99.1', '22.22.0', '22.21.0', '26.11.0', '27.33.0', '22.29.0', '28.96.0', '22.23.0'];1
grafica e stampa su pannelli;['18.13.0', '18.12.0'];['46.69.9', '13.30.0', '82.19.0', '26.12.0', '18.11.0', '43.29.0', '27.12.0', '74.10.2', '18.12.0'];1
costruzione e commercio all ingrosso di macchinari ed impianti industriali per il beverage e il packaging;['28.29.3', '28.93.0'];['46.64.0', '46.63.0', '46.74.2', '46.62.0', '46.66.0', '46.69.2', '46.69.9', '46.75.0', '28.93.0', '28.29.3'];1
commercio all'ingrosso colori;['46.73.4'];['47.52.1', '46.45.0', '46.42.1', '46.73.4', '46.49.2', '46.73.2', '46.69.9', '46.41.1', '46.76.3', '46.42.4'];1
relativi ad attivitormativa;[];['32.99.9', '66.12.0', '64.99.4', '93.21.0', '69.10.2', '94.12.2', '86.23.0', '93.19.1', '90.01.0', '66.21.0'];0
produzione e vendita vestiario;['14.13.1'];['14.11.0', '46.16.0', '15.20.1', '13.30.0', '32.99.1', '13.91.0', '32.30.0', '14.39.0', '46.41.1', '32.91.0'];0
posa in opera di infiss;['43.32.0'];['43.33.0', '43.29.0', '42.91.0', '43.32.0', '43.34.0', '43.99.0', '46.73.2', '43.21.0', '33.20.0'];1
con posti a sedere;['56.10.1'];['43.29.0', '29.32.0', '88.91.0', '30.20.0', '56.10.1', '31.01.1', '82.99.9', '43.21.0', '92.00.0', '30.11.0'];1
fabbricazione prodotti per il giardino;['81.30.0'];['01.30.0', '28.93.0', '23.61.0', '95.22.0', '31.02.0', '28.30.9', '19.20.2', '10.92.0', '31.09.1', '20.42.0'];0
l attivita svolta e commercio al dettaglio di confezioni per adulti;['47.71.1'];['47.78.9', '47.79.3', '47.64.1', '47.71.2', '47.21.0', '47.76.1', '47.71.1', '47.29.3', '47.78.3'];1
commercio all'ingrosso di calzature e accessori;['46.42.4'];['46.42.1', '47.72.1', '46.49.3', '47.82.0', '45.31.0', '46.48.0', '46.73.2', '46.41.1', '46.42.4', '46.46.3'];1
somministrazione al pubblico;['56.10.3', '56.10.1', '56.30.0'];['82.11.0', '73.11.0', '58.12.0', '84.12.4', '46.34.1', '56.10.1', '35.14.0', '64.92.0', '82.99.9', '36.00.0'];1
commercio all ingrosso prodotti di pasticceria;['46.36.0'];['47.26.0', '46.36.0', '46.45.0', '46.49.1', '46.42.1', '46.34.1', '46.32.2', '46.35.0', '46.38.9', '46.76.3'];1
assemblaggi particolari plastici;['22.29.0'];['20.16.0', '26.70.1', '32.99.1', '22.29.0', '22.21.0', '26.11.0', '27.33.0', '22.22.0', '22.23.0'];1
posa in opera di infissi;['43.32.0'];['43.33.0', '43.29.0', '25.62.0', '43.32.0', '43.34.0', '43.99.0', '46.73.2', '43.21.0', '33.20.0'];1
bar tavola calda con cucina;['56.30.0'];['56.10.2', '56.10.5', '10.85.0', '24.31.0', '31.02.0', '56.10.1', '56.30.0', '56.21.0', '46.69.9', '46.38.3'];1
consulenze di organiozzazioni;['n.c.   '];['62.02.0', '69.10.1', '74.90.2', '85.60.0', '70.22.0', '66.19.2', '90.03.0', '69.20.3'];0
selezione del personale;['78.10.0'];['78.10.0', '90.02.0', '82.19.0', '71.20.1', '85.51.0', '58.12.0', '78.20.0', '69.20.1', '69.20.3'];1
procacciatore d affari edilizia;['46.13.0'];['46.16.0', '46.13.0', '46.18.1', '46.15.0', '46.14.0', '46.12.0', '46.18.2', '46.18.9', '46.17.0', '46.18.3'];1
consulenza ambito sociosanitario;['n.c.   '];['62.02.0', '86.90.4', '73.11.0', '74.90.2', '88.10.0', '69.20.1', '74.90.3', '88.99.0', '80.10.0'];0
dettaglio articoli lavandini;['47.78.9'];['25.99.1', '82.19.0', '95.22.0', '25.94.0', '47.52.2', '47.77.0', '96.01.3', '47.78.6', '46.42.4', '23.42.0'];0
provvigioni per attivita di noleggio a lungo termine;['64.92.0'];['90.02.0', '77.11.0', '77.35.0', '77.12.0', '51.10.2', '77.34.0', '68.20.0', '77.39.1', '77.21.0'];0
elaborazione dati online;['63.11.1'];['18.13.0', '63.11.2', '82.19.0', '63.12.0', '63.11.1', '66.19.1', '62.03.0', '58.19.0', '74.10.2'];1
agenzia in attivitinanziaria;['82.99.4', '63.91.0', '52.29.2', '46.19.0'];['68.32.0', '66.22.0', '78.20.0', '69.10.2', '96.09.0', '94.12.2', '82.91.1', '82.91.2', '63.91.0', '79.11.0'];1
solidarieta attivita sociali culturali;['84.12.4'];['90.02.0', '94.99.5', '85.52.0', '84.12.4', '91.02.0', '01.61.0', '94.99.4', '93.12.0', '94.99.2', '79.90.1'];1
agente di commercioa;['46.19.0'];['66.22.0', '46.14.0', '46.12.0', '46.18.9', '84.13.9', '46.11.0', '82.91.2'];0
vendita prodotti per lagricoltura;['n.c.   ', '47.64.1', '47.78.6', '46.31.1', '46.19.0', '47.78.3'];['46.61.0', '73.11.0', '47.52.4', '46.75.0', '01.61.0', '10.39.0', '46.46.2', '10.92.0', '47.89.0'];0
servizi consulenza lavoro;['69.20.3'];['62.02.0', '69.10.1', '74.90.2', '70.22.0', '80.30.0', '69.20.1', '49.42.0', '66.19.2', '69.20.3'];1
commercio di lampadari;['46.18.2', '47.59.3', '46.47.3'];['27.40.0', '47.78.2', '47.59.3', '46.74.2', '84.13.9', '46.47.3', '35.14.0', '46.69.2', '46.43.3', '47.78.3'];1
commercio all ingrosso di materiali da costruzione inclusi gli apparecchi igienico;['46.73.2'];['46.52.0', '46.44.3', '46.74.2', '46.62.0', '47.52.3', '46.73.2', '47.52.2', '46.46.3'];1
negozio abbigliamento locale;['47.71.1'];['47.51.1', '46.42.1', '47.72.1', '47.79.3', '46.41.1', '47.82.0', '47.64.1', '47.89.0', '47.71.1'];1
intermediario noleggio auto;['45.31.0', '49.32.2', '77.11.0', '45.19.0'];['64.99.1', '77.11.0', '73.12.0', '52.29.2', '49.41.0', '77.12.0', '77.35.0', '45.31.0', '77.21.0'];1
attivita di associazioni professionali;['94.12.2'];['66.22.0', '94.20.0', '94.92.0', '94.12.1', '94.11.0', '94.99.6', '94.12.2', '93.19.1', '93.12.0', '94.99.3'];1
assistenza e manutenzione;['33.16.0', '43.32.0', '33.12.2'];['33.12.9', '33.12.1', '95.11.0', '33.12.3', '33.11.0', '33.16.0', '33.12.5'];1
sintesi, preparazione e commercializzazione di prodotti chimici e biologici;['20.13.0'];['20.16.0', '21.20.0', '20.59.3', '20.14.0', '20.30.0', '20.59.9', '20.60.0', '20.41.2', '20.20.0', '20.59.1'];0
consulente confezionamento alimentare;['82.92.1', '71.20.1'];['74.90.1', '73.11.0', '74.90.2', '56.10.4', '10.85.0', '13.92.1', '69.20.3', '82.92.2', '82.92.1'];1
studi e analisi;['86.22.0', '73.20.0', 'n.c.   ', '86.90.1'];['71.12.5', '71.20.1', '82.19.0', '18.12.0', '86.22.0', '60.20.0', '73.20.0', '84.23.0', '74.30.0', '66.11.0'];1
autoveicoli per il trasporto di dieci o piu persone;['49.39.0', '49.41.0'];['49.31.0', '30.99.0', '49.41.0', '45.11.0', '77.12.0', '49.32.2', '49.32.1', '77.39.1', '29.10.0', '49.39.0'];1
commercio di macchinari automatici;['33.20.0', '28.29.1', '46.14.0', '46.69.9', '28.29.3', '33.12.5'];['47.52.1', '46.63.0', '46.14.0', '46.49.9', '47.99.2', '46.62.0', '46.66.0', '35.14.0', '47.41.0', '46.69.9'];1
produzione di birra;['11.05.0'];['11.04.0', '11.05.0', '11.01.0', '11.06.0', '11.02.2', '10.51.2', '23.64.0', '10.89.0', '10.42.0', '10.81.0'];1
l'attivitvolta realizzazione di coperture;['43.91.0'];['43.33.0', '71.12.4', '65.20.0', '73.11.0', '84.25.2', '43.91.0', '19.20.4', '13.92.1', '84.25.1', '66.21.0'];1
vendita all'ingrosso digeneri alimentari;['46.39.2'];['46.46.1', '46.36.0', '46.75.0', '46.21.1', '46.73.2', '46.35.0', '46.38.9', '46.38.3', '46.33.2', '46.21.2'];0
studio giuseppe arena;['42.99.0'];['73.11.0', '55.90.2', '85.52.0', '71.11.0', '26.40.0', '95.24.0', '74.20.2', '23.19.2', '59.20.3', '86.90.1'];0
progettazione produzione e fornitura di guarnizioni industriali specializzate e componenti tecnici;['46.69.9'];['23.99.0', '28.29.9', '26.20.0', '28.49.0', '28.22.0', '20.41.2', '22.19.0', '45.20.3', '25.11.0', '33.12.5'];0
oggetti di scena;['14.12.0'];['73.11.0', '32.99.3', '43.12.0', '90.01.0', '28.22.0', '43.99.0', '16.23.2', '93.29.9', '17.29.0', '47.78.3'];0
ingegnere del suono;['71.12.1'];['33.19.0', '85.52.0', '95.29.0', '26.40.0', '26.51.2', '26.30.2', '26.60.0', '32.20.0', '59.20.3', '32.40.2'];0
musei biblioteche scuole associazioni luoghi di culto;['91.02.0'];['93.13.0', '94.99.9', '94.99.5', '91.02.0', '94.91.0', '94.12.2', '85.59.3', '94.99.2', '91.01.0', '47.78.3'];1
vebdita installazione cucine;['43.32.0'];['43.39.0', '43.32.0', '43.29.0', '43.21.0', '33.20.0'];1
organizzazione ricerche e studi;['73.20.0'];['72.20.0', '94.12.1', '96.09.0', '73.20.0', '72.19.0', '93.19.1', '99.00.0', '85.60.0', '82.30.0', '84.11.1'];1
nuova elle emme s r l;['45.11.0'];['27.90.0', '32.99.9', '47.29.9', '96.09.0', '81.29.9', '64.99.6', '93.29.9', '43.21.0', '27.12.0', '18.12.0'];0
commercio al dettaglio abbigliamento bambini;['47.71.2'];['47.71.4', '47.51.1', '46.42.1', '47.72.1', '47.79.3', '47.64.1', '47.71.2', '47.72.2', '47.71.1', '47.78.3'];1
progettazione e consulenza di design e marketing;['70.22.0'];['62.02.0', '69.10.1', '73.11.0', '74.90.2', '71.20.1', '70.22.0', '74.10.1', '90.03.0', '85.60.0'];1
elaborazione di testi;['18.13.0', '28.23.0', '82.19.0'];['18.13.0', '78.10.0', '58.11.0', '82.19.0', '71.20.1', '69.20.2', '90.03.0', '63.11.1', '66.19.1', '58.19.0'];1
disegni per conto terzi;['74.10.3'];['52.10.2', '70.21.0', '92.00.0', '26.51.2', '66.19.3', '02.40.0', '82.99.9', '52.10.1', '74.10.3', '74.10.9'];1
cooperativa sociali assistenza;['n.c.   '];['84.30.0', '82.19.0', '88.91.0', '88.10.0', '87.30.0', '87.10.0', '87.90.0', '64.19.1', '88.99.0', '02.40.0'];0
vendita cose e lettroniche;['n.c.   ', '47.64.1', '47.78.6', '46.31.1', '46.19.0', '47.78.3'];['47.71.1', '46.52.0', '46.43.1', '46.43.3', '47.79.1', '47.79.2', '46.49.2', '47.78.3'];1
consulenza tecnico commerciale;['74.90.1', '74.90.9'];['62.02.0', '74.90.1', '73.11.0', '69.10.1', '74.90.2', '71.20.1', '70.22.0', '69.20.1', '74.90.9', '82.91.2'];1
ricerca di soluzioni tecnologiche;['72.11.0'];['62.02.0', '78.10.0', '72.20.0', '71.20.1', '92.00.0', '73.20.0', '72.19.0', '74.90.9', '72.11.0', '63.99.0'];1
prodotti da fumo;['12.00.0'];['81.29.1', '12.00.0', '20.14.0', '23.91.0', '20.53.0', '46.35.0', '19.20.2', '10.92.0', '47.26.0', '47.78.3'];1
analisi di laboratorio;['86.90.1'];['18.13.0', '71.20.1', '80.30.0', '26.51.2', '16.29.4', '20.59.4', '32.50.1', '86.90.1'];1
installazione impianti gas medicali;['20.11.0', '43.22.0', '45.20.3'];['43.22.0', '20.11.0', '49.50.1', '43.29.0', '43.21.0', '33.20.0'];1
insegnate scuola guida;['85.53.0'];['85.53.0', '85.59.9', '85.51.0', '79.90.2', '85.32.0', '85.52.0', '85.59.3', '85.60.0', '93.19.9'];1
istruttore di vela;['13.92.2'];['85.53.0', '30.12.0', '85.59.9', '85.51.0', '85.32.0', '85.52.0', '33.15.0', '81.29.9', '77.21.0'];0
attivita' di mediazione immobiliare;['68.31.0'];['78.10.0', '69.10.1', '64.99.1', '66.12.0', '68.31.0', '66.19.2', '64.99.5', '74.90.9', '97.00.0'];1
moderatore di chat;[];['66.22.0', '74.20.1', '46.15.0', '95.12.0', '66.12.0', '46.17.0', '46.11.0', '56.30.0', '63.12.0', '66.11.0'];0
produzione di piante ornamentali;['01.30.0', '32.99.9'];['01.27.0', '01.30.0', '01.19.1', '01.61.0', '01.28.0', '01.29.0', '01.16.0', '28.30.9', '20.42.0', '01.19.2'];1
utensili stampaggio freddo;['25.73.1', '25.50.0'];['95.11.0', '13.30.0', '24.31.0', '26.20.0', '28.41.0', '24.34.0', '17.23.0', '25.73.1', '24.32.0', '28.94.1'];1
altri servizi aziendeservizi;['n.c.   '];['74.90.2', '85.60.0', '96.09.0', '81.29.9', '87.90.0', '63.11.1', '82.99.9', '63.99.0', '74.10.9', '39.00.0'];0
acquisto licenza studio davinci;['69.20.1'];['46.69.9', '59.13.0', '64.92.0', '47.91.1', '46.43.3', '74.90.9', '58.29.0', '92.00.0', '47.78.3'];0
mano d opera impianti sollevamento;['28.22.0', '33.12.3', '33.20.0'];['33.12.9', '43.29.0', '33.12.3', '33.11.0', '81.22.0', '77.39.9', '28.22.0', '43.99.0', '46.69.9', '33.20.0'];1
servizi costruzione mare;['52.22.0'];['30.12.0', '43.91.0', '64.99.2', '42.21.0', '26.20.0', '42.91.0', '10.20.0', '43.99.0', '25.30.0', '30.11.0'];0
posa carpenteria legno;['16.23.2'];['16.10.0', '33.19.0', '16.29.1', '43.39.0', '16.24.0', '43.32.0', '43.34.0', '16.21.0', '43.99.0', '16.23.2'];1
servizi di assistenza sociale residenziale cod reg;['87.90.0', '87.30.0'];['82.11.0', '81.10.0', '82.19.0', '88.91.0', '87.20.0', '88.10.0', '87.30.0', '87.10.0', '87.90.0', '88.99.0'];1
