QUERY,CIRCE,SEMANTIC,OVERLAP
consulenza studi professionali,"['66.19.2', '62.01.0', '70.22.0', '62.02.0', '69.20.3', '86.22.0', '69.20.1']","['66.19.2', '80.30.0', '69.10.1', '62.02.0', '69.20.3', '90.03.0', '74.90.2', '85.60.0', '69.20.1']",1
consulente alla vendita,"['70.22.0', '69.20.3', '82.91.2', 'n.c.   ', '69.20.1']","['66.19.2', '73.11.0', '47.41.0', '69.20.3', '47.89.0', '82.91.2', '47.81.0', '69.20.1']",1
laboratorio gastronomia e pasticceria asporto,['56.10.2'],"['10.13.0', '86.90.1', '23.44.0', '95.24.0', '74.20.2', '56.10.4', '56.10.3', '56.10.2']",1
pulizia generale non specializzata di edifici      evaso ad integrazione del servizio basic note,['81.21.0'],"['81.21.0', '43.39.0', '39.00.0', '81.29.9', '81.22.0', '53.20.0', '82.99.9', '33.12.1', '33.12.5']",1
container uso ufficio,['77.39.9'],"['17.21.0', '29.20.0', '77.39.9', '46.66.0', '33.20.0', '46.15.0', '47.78.1', '77.33.0', '33.11.0']",1
ecommerce beni usati,"['47.79.3', '47.89.0']","['46.73.2', '46.21.2', '47.41.0', '47.79.3', '45.11.0', '45.19.0', '47.89.0', '47.91.1', '47.11.1', '47.79.2']",1
campioni in maglia,['14.39.0'],"['93.19.9', '13.91.0', '14.13.1', '14.31.0', '32.30.0', '47.19.1', '14.39.0', '85.51.0', '14.19.2', '13.30.0']",1
commercializzazione di integratori alimentari,['46.38.9'],"['46.52.0', '46.38.9', '46.46.3', '46.46.1', '46.34.1', '35.14.0', '46.23.0', '47.29.3', '46.46.2', '46.75.0']",1
alimentare frutta e verdura,"['46.31.1', '47.21.0']","['01.22.0', '10.39.0', '01.25.0', '46.31.2', '10.32.0', '47.21.0', '46.17.0', '01.26.0', '46.31.1']",1
attivita      di gestione di portafogli per aif  fondi di investimento alternativi  con sede in italia  nonche      attivita      promozionali e di marketing riguardo agli aif gestiti dalla societa      di volta in volta da,['73.20.0'],"['66.19.2', '61.20.0', '66.29.0', '73.11.0', '70.22.0', '82.30.0', '66.12.0', '64.99.6', '66.19.1', '69.20.1']",0
commercio al dettaglio di prodotti in plastica,['47.59.9'],"['47.52.2', '47.11.5', '47.59.9', '47.78.3', '47.51.1', '47.26.0', '47.52.4', '47.29.3', '46.76.2', '47.25.0']",1
consorzio attivitommerciali diversi,['n.c.   '],"['68.32.0', '47.11.4', '64.92.0', '82.99.9', '94.99.9', '64.99.6', '94.11.0', '64.99.1', '97.00.0']",0
servizi di comunicazione,"['73.11.0', '84.13.6', '61.90.9']","['80.30.0', '61.20.0', '73.12.0', '74.30.0', '82.19.0', '61.90.9', '33.20.0', '95.12.0', '49.42.0', '61.10.0']",1
parti in ferro,"['25.62.0', '25.12.1', '25.99.3', '24.10.0']","['25.99.1', '07.10.0', '30.91.2', '20.13.0', '46.72.1', '24.52.0', '25.11.0', '16.29.1', '25.99.3', '33.12.5']",1
produzione di carne non di volatili e di prodotti della macellazione  attivita      dei mattatoi,['10.11.0'],"['10.92.0', '10.13.0', '10.41.2', '10.11.0', '10.12.0', '10.41.3', '47.22.0', '10.51.2', '10.91.0', '10.89.0']",1
vendita contratti energia elettrica e gas,['35.14.0'],"['46.52.0', '73.12.0', '35.13.0', '46.43.1', '35.14.0', '47.91.2', '46.69.2', '66.12.0', '74.90.9', '35.23.0']",1
fusione di altri metalli non ferrosi  cod  reg,['24.54.0'],"['23.99.0', '20.13.0', '24.53.0', '24.52.0', '46.72.2', '24.45.0', '31.01.2', '46.76.9', '24.54.0', '07.29.0']",1
agente di commercio di autoveicoli,['45.11.0'],"['45.32.0', '46.14.0', '66.22.0', '46.12.0', '45.31.0', '45.19.0', '46.11.0']",0
vendita libri on line,"['46.49.2', '47.61.0', '46.18.1', '47.91.1']","['47.91.3', '46.49.2', '58.11.0', '45.11.0', '47.91.2', '47.89.0', '45.19.0', '47.91.1', '47.79.1', '47.79.2']",1
costruzione apparecchiature industriali,"['46.69.9', '33.20.0', '28.22.0', '27.90.0', '26.11.0', '28.99.2']","['27.51.0', '28.99.9', '33.20.0', '28.11.1', '26.40.0', '28.12.0', '26.20.0', '27.12.0', '20.11.0']",1
commercio ingrosso prodotti agricoli,['46.31.1'],"['46.38.9', '46.73.2', '46.21.1', '46.76.3', '46.61.0', '46.22.0', '47.21.0', '46.31.1', '46.75.0', '46.35.0']",1
vendita e produzione articoli d'artigianato,['n.c.   '],"['25.94.0', '23.19.2', '14.20.0', '23.41.0', '47.78.3', '46.74.1', '46.15.0', '32.99.3', '17.29.0', '16.29.3']",0
punto di ritiro pacchi,['25.93.1'],"['53.10.0', '14.20.0', '96.01.2', '96.01.1', '38.11.0', '82.99.9', '53.20.0', '95.12.0', '61.90.2', '36.00.0']",0
telerilevamento del terreno,['43.12.0'],"['26.51.1', '77.39.1', '43.91.0', '74.20.1', '09.10.0', '02.20.0', '01.15.0', '43.12.0', '16.10.0', '52.21.9']",1
acquisto manutenzione e vendita di immobili,['68.31.0'],"['68.32.0', '43.29.0', '68.10.0', '95.24.0', '90.03.0', '68.31.0', '66.19.3', '64.99.1', '79.90.1', '74.90.9']",1
servizi consulenza opere,['n.c.   '],"['66.19.2', '80.30.0', '74.30.0', '70.22.0', '62.02.0', '90.03.0', '85.60.0', '69.20.1']",0
commercio dettaglio videogiochi,"['47.41.0', '47.63.0', '93.29.3', '47.65.0']","['47.63.0', '47.41.0', '47.43.0', '47.54.0', '47.51.1', '47.26.0', '47.89.0', '47.59.5', '46.49.3', '47.65.0']",1
commercio di caldaie,"['28.21.2', '81.22.0']","['47.78.4', '46.43.1', '47.11.5', '35.14.0', '47.54.0', '25.21.0', '46.74.2', '84.13.9', '33.11.0', '28.21.2']",1
commercio e miscelazione mangimi x animali,"['10.91.0', '46.21.2']","['46.38.9', '10.92.0', '46.21.2', '46.23.0', '01.49.9', '01.50.0', '01.70.0', '46.32.1', '10.91.0', '47.76.2']",1
di pirro paolo,[],"['55.10.0', '93.11.9', '56.30.0', '84.22.0', '85.52.0', '63.12.0', '66.11.0', '10.31.0', '18.12.0', '47.11.1']",0
i commercio mangimi x animali,['10.91.0'],"['46.38.9', '10.92.0', '46.21.2', '46.23.0', '47.52.4', '01.70.0', '46.32.1', '47.22.0', '10.91.0', '47.76.2']",1
"attivitrtistiche, sportive, di intrattenimento e divertimento",['32.99.9'],"['84.12.4', '93.19.9', '93.19.1', '77.21.0', '94.99.2', '93.21.0', '93.12.0', '93.29.9', '79.90.1']",0
personale ufficio impiego,['n.c.   '],"['94.20.0', '46.16.0', '78.20.0', '66.22.0', '82.11.0', '69.20.3', '78.10.0', '69.20.1', '84.13.9']",0
progettazione insegne cartellonistica,['73.11.0'],"['73.12.0', '73.11.0', '43.29.0', '82.99.9', '90.03.0', '18.12.0', '27.90.0', '43.21.0', '74.10.2']",1
commercio elettronico accessori,"['45.11.0', '47.91.1']","['46.42.1', '46.42.4', '46.52.0', '45.32.0', '47.41.0', '47.54.0', '46.51.0', '47.71.5', '47.42.0', '47.72.1']",0
agenzie di portineria,['96.09.0'],"['66.22.0', '79.11.0', '82.99.2', '63.91.0', '52.29.1', '64.92.0', '46.15.0', '82.91.2', '68.31.0', '96.09.0']",1
commercio forni me stufe,['10.71.1'],"['46.37.0', '47.52.1', '46.43.1', '47.11.2', '46.74.2', '47.78.1', '43.32.0', '46.38.3', '84.13.9', '47.24.1']",0
recupero di rifiuti non pericolosi,"['38.32.3', '38.11.0', '38.21.0']","['07.29.0', '02.30.0', '38.32.3', '38.32.1', '38.11.0', '49.41.0', '38.21.0', '38.12.0', '38.22.0', '05.10.0']",1
attivita di servizi alle imprese nca,['82.99.9'],"['61.90.9', '81.29.9', '64.92.0', '82.99.9', '94.99.9', '63.99.0', '62.09.0', '74.90.9', '96.09.0']",1
"colture vitivinicole, olivicole e frutticole","['01.21.0', '11.02.1']","['01.29.0', '01.13.2', '01.23.0', '01.11.1', '01.30.0', '01.25.0', '01.26.0', '01.13.1', '01.27.0']",0
piccole manutenzioni idrauliche ed elettriche,['43.39.0'],"['33.15.0', '81.29.9', '95.29.0', '33.14.0', '33.12.1', '33.12.9', '45.20.1', '33.12.5', '33.11.0']",0
bar senza cucina,"['56.30.0', '56.10.1']","['24.20.1', '87.30.0', '56.30.0', '77.39.9', '82.20.0', '08.93.0', '93.29.3', '41.10.0', '55.20.5', '56.10.2']",1
commercio computer accessori,['47.41.0'],"['46.42.1', '46.42.4', '46.69.9', '45.32.0', '47.41.0', '47.54.0', '46.66.0', '46.51.0', '47.64.2', '47.72.1']",1
commercio all'ingrosso alimentare,['46.39.2'],"['46.42.1', '46.38.9', '46.21.1', '46.76.3', '46.34.1', '46.46.1', '46.31.2', '46.32.1', '46.36.0', '46.35.0']",0
prodotti per animali,"['47.76.2', '46.23.0']","['46.38.9', '10.92.0', '01.49.2', '46.23.0', '94.99.6', '47.52.4', '75.00.0', '10.91.0', '32.40.2', '47.76.2']",1
costruzione scacchiere di pregio compreso tavolino,['31.09.1'],"['17.23.0', '32.40.1', '46.48.0', '20.59.5', '32.30.0', '27.40.0', '32.12.1', '32.99.3', '31.02.0', '26.52.0']",0
servizi di terapia e riabilitazione,['86.90.2'],"['86.90.3', '87.20.0', '88.99.0', '87.30.0', '69.10.1', '85.59.9', '78.10.0', '86.22.0', '96.02.0']",0
vendita liquidi per inalazione,['28.29.9'],"['46.73.2', '46.37.0', '20.59.4', '46.34.1', '47.59.3', '46.47.3', '46.74.2', '46.75.0', '35.23.0', '46.33.1']",0
vendita all'ingrosso di surgelato,['46.39.1'],"['46.73.2', '46.21.1', '47.11.5', '46.39.1', '46.32.1', '46.74.2', '46.36.0', '46.38.1', '46.38.2', '46.35.0']",1
corsi di laurea e di diploma universitario  cod  reg,['85.42.0'],"['85.42.0', '69.10.1', '85.59.9', '85.59.2', '85.51.0', '86.10.3', '85.52.0', '85.59.3', '85.32.0']",1
produzione macchina caffe,['10.83.0'],"['28.99.9', '46.37.0', '28.23.0', '28.95.0', '10.83.0', '28.93.0', '26.40.0', '26.60.0', '26.20.0', '26.11.0']",1
"costruzioni edilizie, stradali, idrauliche e industriali per conto proprio o di terzi","['42.11.0', '41.20.0']","['42.11.0', '43.22.0', '30.20.0', '42.91.0', '09.10.0', '02.40.0', '41.20.0', '68.31.0', '42.99.0', '42.21.0']",1
commercio all'ingrosso non altrove,"['46.34.2', '46.69.9', '45.19.0']","['46.38.9', '47.59.2', '47.73.2', '46.41.9', '46.90.0', '46.39.1', '46.39.2', '45.19.0', '46.34.2', '46.76.9']",1
intermediari per la cura della persona,['20.42.0'],"['46.16.0', '61.90.9', '73.12.0', '52.29.2', '45.40.1', '46.15.0', '46.17.0', '68.31.0', '46.18.3', '46.18.1']",0
commercio all'ingrosso apparecchiature elettroniche,"['46.52.0', '46.69.2', '46.43.1']","['46.42.1', '46.52.0', '46.43.1', '46.51.0', '46.69.2', '46.47.3', '46.74.2', '46.69.3', '46.69.1']",1
fabbricazione di detergenti,['20.41.1'],"['20.42.0', '27.51.0', '32.91.0', '28.23.0', '20.12.0', '15.20.1', '31.03.0', '20.53.0', '32.50.1', '26.20.0']",0
servizi web aziende,['63.11.3'],"['80.30.0', '82.19.0', '82.11.0', '53.20.0', '63.12.0', '68.20.0', '49.42.0', '75.00.0', '80.10.0', '74.10.2']",0
artigiano posatore tende,"['95.24.0', '43.32.0', '25.12.2']","['22.23.0', '73.11.0', '43.29.0', '43.99.0', '46.15.0', '47.53.1', '25.12.2', '74.10.3', '43.21.0', '74.10.2']",1
amministrazioni di condomini,['68.32.0'],"['84.12.3', '68.32.0', '68.20.0', '49.50.2', '82.11.0', '93.11.1', '49.50.1', '93.13.0', '66.30.0', '97.00.0']",1
analytics consultant   for it industry web development     reports  consulting  programming,['63.12.0'],"['63.11.1', '26.30.2', '66.19.2', '70.22.0', '62.02.0', '71.11.0', '69.20.1', '74.90.9']",0
associazione ricreativa culturale,['94.99.2'],"['84.12.4', '94.99.2', '94.12.2', '94.99.6', '85.51.0', '93.12.0', '85.52.0', '93.29.9', '79.90.1', '90.02.0']",1
lavaggio interni auto,['45.20.9'],"['45.20.3', '45.20.9', '45.20.2', '81.29.9', '81.22.0', '33.12.1', '31.09.5', '45.20.1', '43.34.0', '33.19.0']",1
vendita di beni di propria produzione utensili da taglio ed abrasivi,['46.74.1'],"['46.52.0', '46.69.9', '46.41.9', '23.91.0', '47.52.1', '46.74.1', '47.78.3', '68.10.0', '46.49.9', '46.35.0']",1
collaborazione professionacollaborazione professionaoe,['58.11.0'],"['86.90.3', '94.20.0', '94.99.4', '82.11.0', '94.12.2', '69.20.3', '74.90.2', '94.12.1', '74.90.9']",0
noleggio apparecchi misurazione,['77.29.9'],"['77.21.0', '77.29.9', '77.39.9', '77.32.0', '77.35.0', '77.11.0', '26.51.1', '77.31.0']",1
ministero del lavoro,['84.13.9'],"['94.20.0', '47.11.2', '10.83.0', '69.20.3', '52.29.2', '84.30.0', '74.90.2', '66.11.0', '84.13.9', '12.00.0']",1
realizzazione di aree verdi,['81.30.0'],"['81.30.0', '42.11.0', '43.21.0', '43.99.0', '01.61.0', '43.91.0', '02.20.0', '91.04.0', '43.12.0', '42.21.0']",1
capi di abbigliamento di produzione propria,['n.c.   '],"['47.71.1', '14.20.0', '32.30.0', '14.31.0', '14.39.0', '14.19.1', '13.30.0', '32.99.1']",0
responsabile protezione dati,['80.10.0'],"['63.11.1', '63.11.2', '84.12.3', '82.19.0', '66.29.0', '58.12.0', '84.25.2', '63.12.0', '80.10.0']",1
preparazione con cottura e confezionamento  alimenti,"['82.92.1', '56.10.1']","['15.11.0', '82.19.0', '10.85.0', '82.92.1', '13.92.1', '56.10.4', '10.91.0', '10.20.0']",1
progettazione di oggetti,"['18.12.0', 'n.c.   ', '74.10.1', '71.12.1']","['74.10.1', '14.20.0', '43.99.0', '26.70.1', '32.12.1', '32.99.3', '22.29.0', '92.00.0', '26.51.2', '74.10.9']",1
produzione materiale odontoiatricp,['20.16.0'],"['86.23.0', '23.91.0', '21.20.0', '26.60.0', '32.99.3', '32.50.1', '32.50.3', '32.50.4']",0
materiale da costruzione,['46.73.2'],"['46.73.2', '30.12.0', '43.99.0', '23.61.0', '43.91.0', '25.11.0', '24.46.0', '47.52.3', '19.20.4', '42.21.0']",1
ingrosso di torba e sementi per l     agricoltura,['46.21.2'],"['01.64.0', '46.21.2', '20.13.0', '01.11.1', '47.76.1', '01.11.2', '08.92.0', '01.19.1', '46.75.0', '01.19.9']",1
venditetro artistico fatto a mano,"['17.12.0', '15.12.0']","['23.19.2', '26.51.2', '47.78.3', '46.49.9', '25.99.3', '47.91.1', '17.12.0', '32.40.2', '13.92.1']",1
consulenza moto da corsa,['82.99.4'],"['30.91.2', '74.90.3', '73.11.0', '70.22.0', '62.02.0', '85.51.0', '90.03.0', '74.90.2']",0
attivita      professionali nca,['74.90.9'],"['93.19.9', '94.20.0', '94.12.2', '69.10.2', '94.99.9', '84.25.2', '94.12.1', '74.90.9', '96.09.0']",1
commercio di articoli per le feste,['47.65.0'],"['47.71.1', '47.78.3', '47.78.9', '47.59.3', '46.47.3', '46.49.9', '46.75.0', '47.65.0']",1
commercio attrezzature odontoteniche,"['46.61.0', '46.69.9']","['46.69.9', '47.52.1', '47.78.2', '47.59.9', '46.49.9', '46.69.3', '47.42.0', '32.50.1', '46.69.1', '46.75.0']",1
lavori generali di costruzione di edifici cod reg,"['43.29.0', '41.20.0']","['43.39.0', '42.22.0', '42.91.0', '43.99.0', '43.91.0', '25.62.0', '41.20.0', '43.12.0', '84.13.9', '42.21.0']",1
commercio prodotti casa,"['47.59.2', '46.15.0']","['47.59.2', '73.11.0', '47.11.5', '47.54.0', '47.78.3', '47.51.1', '47.59.1', '47.29.3', '47.76.2', '47.79.2']",1
negozio calzature e abbigliamento,['47.71.1'],"['46.42.4', '47.71.1', '46.42.1', '46.16.0', '47.79.3', '15.20.1', '47.64.1', '47.82.0', '46.41.1', '47.72.1']",1
montaggio ossature metalliche,['25.11.0'],"['25.61.0', '25.99.9', '25.92.0', '43.99.0', '33.20.0', '25.11.0', '25.12.2', '25.91.0', '33.11.0', '32.99.1']",1
produzione componenti plastica,"['20.16.0', '17.23.0', '26.70.1', '22.29.0', '22.21.0']","['20.16.0', '27.33.0', '22.23.0', '22.22.0', '22.29.0', '28.96.0', '26.11.0', '22.21.0', '32.99.1']",1
grafica e stampa su pannelli,"['18.12.0', '18.13.0']","['46.69.9', '82.19.0', '18.11.0', '26.12.0', '43.29.0', '18.12.0', '27.12.0', '74.10.2', '13.30.0']",1
costruzione e commercio all ingrosso di macchinari ed impianti industriali per il beverage e il packaging,"['28.29.3', '28.93.0']","['46.64.0', '28.29.3', '46.69.9', '46.66.0', '28.93.0', '46.69.2', '46.62.0', '46.74.2', '46.63.0', '46.75.0']",1
commercio all'ingrosso colori,['46.73.4'],"['46.42.1', '46.42.4', '46.73.2', '46.69.9', '47.52.1', '46.76.3', '46.73.4', '46.45.0', '46.49.2', '46.41.1']",1
relativi ad attivitormativa,[],"['86.23.0', '64.99.4', '93.19.1', '32.99.9', '94.12.2', '69.10.2', '90.01.0', '93.21.0', '66.12.0', '66.21.0']",0
produzione e vendita vestiario,['14.13.1'],"['32.91.0', '46.16.0', '13.91.0', '32.30.0', '15.20.1', '14.39.0', '46.41.1', '14.11.0', '13.30.0', '32.99.1']",0
posa in opera di infiss,['43.32.0'],"['46.73.2', '43.21.0', '43.33.0', '43.99.0', '43.29.0', '42.91.0', '33.20.0', '43.32.0', '43.34.0']",1
con posti a sedere,['56.10.1'],"['29.32.0', '30.20.0', '43.29.0', '56.10.1', '82.99.9', '88.91.0', '92.00.0', '31.01.1', '43.21.0', '30.11.0']",1
fabbricazione prodotti per il giardino,['81.30.0'],"['20.42.0', '10.92.0', '19.20.2', '95.22.0', '23.61.0', '28.93.0', '01.30.0', '31.02.0', '31.09.1', '28.30.9']",0
l     attivita svolta e  commercio al dettaglio di confezioni per adulti,['47.71.1'],"['47.71.1', '47.76.1', '47.79.3', '47.78.3', '47.78.9', '47.71.2', '47.64.1', '47.29.3', '47.21.0']",1
commercio all'ingrosso di calzature e accessori,['46.42.4'],"['46.42.4', '46.42.1', '46.46.3', '46.73.2', '46.48.0', '45.31.0', '47.82.0', '46.49.3', '46.41.1', '47.72.1']",1
somministrazione al pubblico,"['56.30.0', '56.10.3', '56.10.1']","['84.12.4', '82.11.0', '73.11.0', '46.34.1', '35.14.0', '56.10.1', '64.92.0', '82.99.9', '58.12.0', '36.00.0']",1
commercio all     ingrosso prodotti di pasticceria,['46.36.0'],"['46.42.1', '46.38.9', '46.76.3', '46.34.1', '46.45.0', '47.26.0', '46.36.0', '46.49.1', '46.32.2', '46.35.0']",1
assemblaggi particolari plastici,['22.29.0'],"['20.16.0', '22.23.0', '27.33.0', '26.70.1', '22.22.0', '22.29.0', '26.11.0', '22.21.0', '32.99.1']",1
posa in opera di infissi,['43.32.0'],"['46.73.2', '43.21.0', '43.33.0', '43.99.0', '43.29.0', '33.20.0', '25.62.0', '43.32.0', '43.34.0']",1
bar tavola calda con cucina,['56.30.0'],"['46.69.9', '10.85.0', '56.30.0', '56.10.5', '56.10.1', '56.21.0', '46.38.3', '31.02.0', '24.31.0', '56.10.2']",1
consulenze di organiozzazioni,['n.c.   '],"['66.19.2', '69.10.1', '70.22.0', '62.02.0', '69.20.3', '90.03.0', '74.90.2', '85.60.0']",0
selezione del personale,['78.10.0'],"['78.20.0', '82.19.0', '71.20.1', '69.20.3', '78.10.0', '85.51.0', '58.12.0', '69.20.1', '90.02.0']",1
procacciatore d     affari edilizia,['46.13.0'],"['46.18.9', '46.16.0', '46.14.0', '46.12.0', '46.13.0', '46.15.0', '46.17.0', '46.18.3', '46.18.2', '46.18.1']",1
consulenza ambito sociosanitario,['n.c.   '],"['88.99.0', '74.90.3', '73.11.0', '86.90.4', '62.02.0', '88.10.0', '74.90.2', '69.20.1', '80.10.0']",0
dettaglio articoli lavandini,['47.78.9'],"['46.42.4', '47.78.6', '25.94.0', '25.99.1', '82.19.0', '95.22.0', '47.52.2', '47.77.0', '96.01.3', '23.42.0']",0
provvigioni per attivita di noleggio a lungo termine,['64.92.0'],"['77.12.0', '77.21.0', '77.39.1', '77.34.0', '77.35.0', '77.11.0', '68.20.0', '51.10.2', '90.02.0']",0
elaborazione dati online,['63.11.1'],"['63.11.1', '63.11.2', '82.19.0', '18.13.0', '62.03.0', '63.12.0', '66.19.1', '58.19.0', '74.10.2']",1
agenzia in attivitinanziaria,"['63.91.0', '52.29.2', '46.19.0', '82.99.4']","['78.20.0', '68.32.0', '66.22.0', '79.11.0', '63.91.0', '82.91.1', '94.12.2', '69.10.2', '82.91.2', '96.09.0']",1
solidarieta attivita sociali culturali,['84.12.4'],"['84.12.4', '94.99.4', '94.99.2', '01.61.0', '93.12.0', '91.02.0', '85.52.0', '94.99.5', '79.90.1', '90.02.0']",1
agente di commercioa,['46.19.0'],"['46.18.9', '46.14.0', '46.12.0', '66.22.0', '46.11.0', '82.91.2', '84.13.9']",0
vendita prodotti per lagricoltura,"['47.78.6', '47.78.3', '47.64.1', 'n.c.   ', '46.31.1', '46.19.0']","['10.92.0', '73.11.0', '46.61.0', '01.61.0', '47.89.0', '47.52.4', '10.39.0', '46.46.2', '46.75.0']",0
servizi consulenza lavoro,['69.20.3'],"['66.19.2', '80.30.0', '69.10.1', '70.22.0', '62.02.0', '69.20.3', '74.90.2', '49.42.0', '69.20.1']",1
commercio di lampadari,"['46.47.3', '46.18.2', '47.59.3']","['47.78.2', '35.14.0', '47.78.3', '47.59.3', '46.69.2', '27.40.0', '46.47.3', '46.43.3', '46.74.2', '84.13.9']",1
commercio all     ingrosso di materiali da costruzione  inclusi gli apparecchi igienico,['46.73.2'],"['46.52.0', '46.46.3', '46.73.2', '47.52.2', '46.62.0', '46.74.2', '47.52.3', '46.44.3']",1
negozio abbigliamento locale,['47.71.1'],"['46.42.1', '47.71.1', '47.79.3', '47.51.1', '47.89.0', '47.64.1', '47.82.0', '46.41.1', '47.72.1']",1
intermediario noleggio auto,"['49.32.2', '45.31.0', '77.11.0', '45.19.0']","['77.12.0', '77.21.0', '73.12.0', '52.29.2', '45.31.0', '77.35.0', '49.41.0', '77.11.0', '64.99.1']",1
attivita di associazioni professionali,['94.12.2'],"['94.92.0', '94.20.0', '93.19.1', '66.22.0', '94.12.2', '94.99.6', '93.12.0', '94.11.0', '94.99.3', '94.12.1']",1
assistenza e manutenzione,"['43.32.0', '33.12.2', '33.16.0']","['33.12.3', '95.11.0', '33.12.1', '33.12.9', '33.16.0', '33.12.5', '33.11.0']",1
"sintesi, preparazione e commercializzazione di prodotti chimici e biologici",['20.13.0'],"['20.16.0', '20.59.3', '20.59.9', '20.60.0', '20.30.0', '20.20.0', '20.14.0', '21.20.0', '20.41.2', '20.59.1']",0
consulente confezionamento alimentare,"['82.92.1', '71.20.1']","['74.90.1', '73.11.0', '10.85.0', '69.20.3', '82.92.1', '74.90.2', '82.92.2', '56.10.4', '13.92.1']",1
studi e analisi,"['86.22.0', '86.90.1', '73.20.0', 'n.c.   ']","['84.23.0', '82.19.0', '74.30.0', '71.20.1', '73.20.0', '60.20.0', '86.22.0', '66.11.0', '71.12.5', '18.12.0']",1
autoveicoli per il trasporto di dieci o piu persone,"['49.41.0', '49.39.0']","['77.12.0', '77.39.1', '45.11.0', '49.39.0', '49.32.2', '30.99.0', '49.41.0', '49.32.1', '29.10.0', '49.31.0']",1
commercio di macchinari automatici,"['28.29.3', '46.14.0', '46.69.9', '33.20.0', '28.29.1', '33.12.5']","['47.99.2', '46.69.9', '46.14.0', '47.52.1', '47.41.0', '35.14.0', '46.66.0', '46.62.0', '46.49.9', '46.63.0']",1
produzione di birra,['11.05.0'],"['11.02.2', '10.42.0', '23.64.0', '11.05.0', '10.89.0', '10.81.0', '11.01.0', '11.04.0', '10.51.2', '11.06.0']",1
l'attivitvolta realizzazione di coperture,['43.91.0'],"['84.25.1', '71.12.4', '65.20.0', '43.33.0', '73.11.0', '43.91.0', '84.25.2', '66.21.0', '19.20.4', '13.92.1']",1
vendita all'ingrosso digeneri alimentari,['46.39.2'],"['46.38.9', '46.73.2', '46.21.1', '46.21.2', '46.46.1', '46.33.2', '46.36.0', '46.38.3', '46.75.0', '46.35.0']",0
studio giuseppe arena,['42.99.0'],"['55.90.2', '23.19.2', '86.90.1', '73.11.0', '71.11.0', '59.20.3', '95.24.0', '74.20.2', '26.40.0', '85.52.0']",0
progettazione  produzione e fornitura di guarnizioni industriali specializzate e componenti tecnici,['46.69.9'],"['23.99.0', '28.29.9', '45.20.3', '28.49.0', '25.11.0', '26.20.0', '33.12.5', '28.22.0', '22.19.0', '20.41.2']",0
oggetti di scena,['14.12.0'],"['73.11.0', '43.99.0', '90.01.0', '47.78.3', '32.99.3', '17.29.0', '93.29.9', '43.12.0', '28.22.0', '16.23.2']",0
ingegnere del suono,['71.12.1'],"['26.30.2', '32.20.0', '95.29.0', '59.20.3', '26.40.0', '26.60.0', '85.52.0', '26.51.2', '32.40.2', '33.19.0']",0
musei  biblioteche  scuole  associazioni  luoghi    di culto,['91.02.0'],"['94.99.2', '94.91.0', '94.12.2', '47.78.3', '94.99.9', '91.02.0', '93.13.0', '94.99.5', '91.01.0', '85.59.3']",1
vebdita installazione cucine,['43.32.0'],"['43.39.0', '43.29.0', '33.20.0', '43.32.0', '43.21.0']",1
organizzazione ricerche e studi,['73.20.0'],"['96.09.0', '93.19.1', '73.20.0', '82.30.0', '84.11.1', '85.60.0', '94.12.1', '72.19.0', '72.20.0', '99.00.0']",1
nuova elle emme s r l,['45.11.0'],"['32.99.9', '81.29.9', '27.12.0', '64.99.6', '93.29.9', '18.12.0', '47.29.9', '27.90.0', '43.21.0', '96.09.0']",0
commercio al dettaglio abbigliamento bambini,['47.71.2'],"['46.42.1', '47.71.1', '47.72.2', '47.71.4', '47.79.3', '47.78.3', '47.51.1', '47.71.2', '47.64.1', '47.72.1']",1
progettazione  e consulenza di design e marketing,['70.22.0'],"['74.10.1', '73.11.0', '69.10.1', '70.22.0', '71.20.1', '62.02.0', '90.03.0', '74.90.2', '85.60.0']",1
elaborazione di testi,"['82.19.0', '28.23.0', '18.13.0']","['63.11.1', '82.19.0', '18.13.0', '58.11.0', '71.20.1', '78.10.0', '90.03.0', '69.20.2', '66.19.1', '58.19.0']",1
disegni per conto terzi,['74.10.3'],"['52.10.1', '52.10.2', '82.99.9', '70.21.0', '02.40.0', '92.00.0', '66.19.3', '26.51.2', '74.10.9', '74.10.3']",1
cooperativa sociali assistenza,['n.c.   '],"['87.90.0', '88.99.0', '87.30.0', '82.19.0', '88.10.0', '64.19.1', '84.30.0', '87.10.0', '88.91.0', '02.40.0']",0
vendita cose e lettroniche,"['47.78.6', '47.78.3', '47.64.1', 'n.c.   ', '46.31.1', '46.19.0']","['46.52.0', '47.71.1', '46.43.1', '46.49.2', '47.78.3', '46.43.3', '47.79.1', '47.79.2']",1
consulenza tecnico commerciale,"['74.90.1', '74.90.9']","['74.90.1', '73.11.0', '69.10.1', '70.22.0', '62.02.0', '71.20.1', '74.90.2', '82.91.2', '69.20.1', '74.90.9']",1
ricerca di soluzioni tecnologiche,['72.11.0'],"['71.20.1', '62.02.0', '73.20.0', '78.10.0', '72.11.0', '63.99.0', '92.00.0', '72.19.0', '74.90.9', '72.20.0']",1
prodotti da fumo,['12.00.0'],"['10.92.0', '19.20.2', '23.91.0', '47.78.3', '47.26.0', '81.29.1', '20.53.0', '20.14.0', '46.35.0', '12.00.0']",1
analisi di laboratorio,['86.90.1'],"['80.30.0', '20.59.4', '18.13.0', '86.90.1', '71.20.1', '16.29.4', '32.50.1', '26.51.2']",1
